Number_of_prior_offenses,Frequency_of_previous_bail_violations,Potential_sentence_length,Age,Existing_debts_or_liabilities,Bail_amount,Severity_of_current_offense,Types_of_prior_offenses,Gender,Employment_status,Marital_status,Financial_stability,Property_ownership,Family_connections,Community_involvement,Stability_of_residence,Previous_compliance_with_court_orders,History_of_bail_conditions_adherence,Attempt_to_Flee
8,9,12,72,3066,1848,Low,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Weak,Active,Stable,Compliant,Adherent,Yes
17,1,7,21,62256,1216,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Owns_Property,None,Inactive,Stable,Non-Compliant,Non-Adherent,Yes
8,5,16,77,87589,43449,Medium,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Unstable,Rents,Weak,Active,Unstable,Non-Compliant,Adherent,Yes
11,3,5,75,99409,19569,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Rents,Strong,Active,Stable,Compliant,Non-Adherent,Yes
1,2,19,22,21338,28312,Medium,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Owns_Property,Weak,Inactive,Stable,Non-Compliant,Adherent,No
1,3,9,27,75992,39233,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Strong,Inactive,Stable,Compliant,Adherent,No
8,1,19,20,28726,8086,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Owns_Property,Strong,None,Unstable,Compliant,Adherent,No
2,0,19,19,1943,19575,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Unstable,Owns_Property,Weak,Active,Stable,Compliant,Adherent,No
3,0,19,24,94821,27222,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,No_Property,Weak,Inactive,Stable,Compliant,Adherent,No
17,3,6,63,28117,40350,Medium,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Owns_Property,None,Inactive,Stable,Compliant,Adherent,Yes
14,7,7,29,65931,46628,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Stable,Rents,None,Active,Stable,Compliant,Adherent,Yes
3,9,5,56,78445,18850,Medium,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,No_Property,None,Inactive,Stable,Compliant,Adherent,Yes
15,2,18,56,72706,6499,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Owns_Property,Strong,Inactive,Unstable,Compliant,Adherent,Yes
3,1,3,68,3438,44354,Medium,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Unstable,Rents,Strong,Inactive,Stable,Compliant,Adherent,No
19,1,7,70,54820,26972,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Unstable,Owns_Property,Strong,Inactive,Stable,Non-Compliant,Adherent,Yes
0,0,9,69,33372,36960,Low,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Owns_Property,None,Inactive,Stable,Non-Compliant,Adherent,No
4,7,18,79,9128,3105,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Strong,Inactive,Unstable,Non-Compliant,Adherent,Yes
0,5,11,28,37644,4982,Low,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Unstable,Owns_Property,Strong,None,Stable,Non-Compliant,Adherent,Yes
0,3,3,67,73397,16206,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Rents,Strong,Active,Unstable,Compliant,Adherent,No
0,2,1,44,14495,15821,Medium,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Weak,Inactive,Stable,Compliant,Adherent,No
2,0,11,39,10236,47982,Medium,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,No_Property,Strong,Active,Unstable,Compliant,Adherent,No
0,2,8,65,77341,10864,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Strong,None,Stable,Compliant,Adherent,No
7,1,7,71,49791,46355,High,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Stable,Owns_Property,Weak,Inactive,Unstable,Non-Compliant,Adherent,No
8,1,4,32,40174,11892,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,None,Active,Stable,Non-Compliant,Adherent,No
2,4,13,61,76914,21146,High,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Weak,Inactive,Stable,Compliant,Non-Adherent,Yes
2,3,1,61,68309,48723,High,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Unstable,Rents,Strong,Inactive,Stable,Non-Compliant,Adherent,No
6,5,18,25,59457,34255,High,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Stable,Owns_Property,Weak,Inactive,Stable,Compliant,Adherent,Yes
5,2,1,24,41089,25577,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Rents,None,Inactive,Stable,Non-Compliant,Adherent,No
12,5,9,44,56616,33970,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Non-Adherent,Yes
3,1,10,52,35728,5054,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Rents,Weak,Active,Stable,Compliant,Adherent,No
3,8,2,66,63851,26600,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Rents,Strong,Inactive,Unstable,Compliant,Non-Adherent,Yes
4,1,5,48,76822,6908,Low,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Rents,Strong,Inactive,Stable,Non-Compliant,Adherent,No
19,1,12,75,31987,20731,High,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Unstable,Owns_Property,Weak,None,Stable,Compliant,Adherent,Yes
5,8,15,70,79688,28328,Medium,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Rents,None,None,Unstable,Compliant,Adherent,Yes
11,9,17,44,27422,21319,High,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Unstable,No_Property,Weak,None,Unstable,Non-Compliant,Adherent,Yes
2,2,1,71,88799,7524,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Rents,None,Inactive,Unstable,Compliant,Adherent,No
15,4,17,19,84786,39580,Low,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,No_Property,None,None,Stable,Compliant,Adherent,Yes
14,5,4,70,66495,8039,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Rents,Strong,Active,Stable,Compliant,Adherent,Yes
11,9,18,65,47954,15529,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Owns_Property,Strong,Active,Unstable,Non-Compliant,Adherent,Yes
4,1,12,61,18764,7344,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Owns_Property,None,Inactive,Stable,Compliant,Adherent,No
12,5,8,40,10113,40578,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Owns_Property,Strong,None,Stable,Compliant,Adherent,Yes
7,2,8,61,40689,44456,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,No_Property,Strong,None,Unstable,Non-Compliant,Adherent,No
8,8,7,76,64053,32636,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,Rents,Strong,Active,Stable,Compliant,Adherent,Yes
3,3,17,29,58994,23717,Medium,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Strong,None,Stable,Compliant,Adherent,No
18,6,13,30,32183,16320,High,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Owns_Property,Strong,None,Unstable,Compliant,Adherent,Yes
9,2,12,43,82598,49378,High,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,No_Property,Weak,Inactive,Stable,Compliant,Adherent,No
17,1,8,40,27731,20711,Medium,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Rents,Weak,Inactive,Stable,Non-Compliant,Non-Adherent,Yes
4,3,5,29,36922,36443,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,No
2,0,2,24,18683,21205,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Weak,Inactive,Unstable,Non-Compliant,Non-Adherent,Yes
8,0,5,38,6309,47151,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Owns_Property,None,None,Unstable,Compliant,Adherent,No
10,2,15,33,73127,27129,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Rents,None,Active,Stable,Compliant,Adherent,No
16,4,1,27,2013,35690,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Owns_Property,None,Inactive,Stable,Compliant,Adherent,Yes
6,3,5,73,59202,38256,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Rents,Strong,Active,Stable,Compliant,Non-Adherent,Yes
0,2,7,39,13802,40211,High,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Owns_Property,Strong,Inactive,Stable,Non-Compliant,Adherent,No
8,0,3,36,11443,34424,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Unstable,No_Property,Strong,Inactive,Unstable,Non-Compliant,Adherent,Yes
6,3,6,73,86430,9280,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Rents,Weak,None,Stable,Non-Compliant,Non-Adherent,Yes
13,9,6,72,11198,38777,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Unstable,Rents,None,None,Stable,Compliant,Adherent,Yes
10,2,9,76,35313,28217,Low,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Stable,Owns_Property,Weak,Inactive,Stable,Non-Compliant,Adherent,No
3,2,7,62,12578,17316,Medium,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,Rents,None,None,Stable,Non-Compliant,Adherent,No
7,2,8,67,69103,17942,Low,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Rents,Weak,Active,Unstable,Compliant,Adherent,No
19,6,18,67,55903,42247,High,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,Owns_Property,None,Inactive,Stable,Compliant,Non-Adherent,Yes
16,8,11,44,71569,10255,High,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Rents,Strong,Active,Unstable,Compliant,Adherent,Yes
10,1,17,26,32313,46589,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,No
10,0,1,41,78628,27908,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Rents,Weak,Active,Unstable,Compliant,Adherent,No
9,3,16,33,12633,12669,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,No
16,8,19,33,26420,44052,High,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Owns_Property,None,None,Stable,Compliant,Adherent,Yes
4,0,13,67,63304,5704,High,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Rents,Strong,Inactive,Unstable,Non-Compliant,Non-Adherent,Yes
4,1,12,37,81745,31203,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Owns_Property,Strong,Inactive,Stable,Non-Compliant,Adherent,No
11,1,1,27,64472,31504,High,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,No_Property,Weak,Active,Stable,Compliant,Adherent,Yes
10,5,1,45,32759,16933,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Rents,Weak,None,Unstable,Compliant,Adherent,Yes
4,3,17,31,41308,16148,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,No_Property,Weak,None,Stable,Compliant,Adherent,No
3,3,6,60,30145,10585,High,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,No
3,2,5,70,249,38023,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,No
1,2,8,36,97074,36984,High,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,Rents,None,Inactive,Stable,Compliant,Adherent,No
1,3,16,50,92582,11981,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,Owns_Property,Weak,Inactive,Stable,Compliant,Adherent,No
2,5,5,47,40412,24464,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Unstable,Rents,Weak,Inactive,Stable,Non-Compliant,Adherent,Yes
5,1,18,26,15207,36307,Low,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Unstable,Owns_Property,Weak,Inactive,Unstable,Compliant,Adherent,No
1,0,11,41,81501,2189,Medium,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Owns_Property,Strong,None,Stable,Compliant,Adherent,No
2,4,4,79,33048,5881,Low,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
12,4,19,56,80299,43030,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
19,8,2,55,25675,48689,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Rents,Weak,Active,Unstable,Compliant,Adherent,Yes
1,3,5,69,87496,11792,Medium,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,Rents,Strong,Inactive,Stable,Compliant,Adherent,No
19,6,13,61,23652,30839,High,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Unstable,No_Property,Weak,Active,Stable,Non-Compliant,Adherent,Yes
4,0,17,37,71228,17060,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Unstable,No_Property,Strong,Inactive,Stable,Compliant,Non-Adherent,Yes
0,2,5,42,64638,20846,Medium,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,None,Inactive,Unstable,Compliant,Adherent,No
4,1,9,45,53590,33476,Medium,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Unstable,No_Property,Strong,Active,Stable,Non-Compliant,Adherent,No
3,3,16,35,46810,7880,High,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,No_Property,Weak,Inactive,Unstable,Compliant,Adherent,No
11,8,4,26,75741,23379,Medium,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Owns_Property,None,None,Stable,Compliant,Adherent,Yes
4,1,4,70,7272,42521,Medium,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Strong,Active,Stable,Compliant,Non-Adherent,Yes
7,0,16,20,56758,48390,Low,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,Owns_Property,None,None,Stable,Compliant,Adherent,No
19,5,14,72,85654,4805,Medium,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,No_Property,Weak,None,Stable,Compliant,Adherent,Yes
7,0,4,74,91202,37719,Low,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Rents,Strong,Active,Stable,Compliant,Adherent,No
6,3,11,40,49434,27686,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,No_Property,Strong,Inactive,Unstable,Non-Compliant,Adherent,Yes
5,1,14,79,56895,12449,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Weak,Inactive,Stable,Non-Compliant,Adherent,No
